0,0,P,9,0,1500
0,1,B,7,0,1439
0,2,P,1,0,959
0,3,P,4,0,760
0,4,B,5,0,871
0,5,B,3,0,919
0,6,B,4,1,2223
0,7,P,8,0,887
0,8,B,6,0,1400
0,9,B,8,0,1047
0,10,P,7,0,887
0,11,P,3,0,887
0,12,P,2,0,975
0,13,P,6,0,919
0,14,B,9,0,1143
0,15,B,2,0,1287
0,16,P,5,1,1848
0,17,B,1,0,1288
1,0,G,6,0,976
1,1,D,2,0,768
1,2,G,3,0,744
1,3,G,9,0,776
1,4,G,7,0,1376
1,5,D,6,0,952
1,6,D,1,0,720
1,7,D,4,0,608
1,8,G,5,0,600
1,9,D,7,0,1504
1,10,G,4,0,1104
1,11,D,5,0,1704
1,12,G,2,0,920
1,13,G,8,0,664
1,14,G,1,0,608
1,15,D,9,0,766
1,16,D,3,0,554
1,17,D,8,0,584
2,0,B,0,0,2727
2,1,G,0,0,1215
2,2,P,0,0,1545
2,3,D,0,0,1878
3,0,P,8,0,2800
3,1,G,6,0,760
3,2,D,5,0,680
3,3,B,1,0,848
3,4,G,8,0,1208
3,5,P,6,0,1152
3,6,G,4,0,1400
3,7,P,1,0,792
3,8,B,2,0,1016
3,9,G,9,0,768
3,10,B,6,0,720
3,11,P,9,0,776
3,12,D,3,0,720
3,13,P,8,0,920
3,14,D,2,0,784
3,15,G,5,0,824
3,16,B,5,0,1216
3,17,D,4,0,984
3,18,G,7,0,1992
3,19,B,6,0,1088
3,20,G,1,0,1480
3,21,D,8,0,688
3,22,D,7,0,1120
3,23,B,8,0,944
3,24,P,5,0,832
3,25,D,7,0,1512
3,26,D,6,0,1552
3,27,B,4,0,1231
3,28,D,1,0,1344
3,29,P,2,0,719
3,30,B,4,0,688
3,31,D,6,0,1704
3,32,P,5,0,1216
3,33,B,3,0,1575
3,34,G,6,0,977
3,35,G,2,0,1455
3,36,P,9,0,784
3,37,G,7,0,656
3,38,P,7,0,808
3,39,D,5,0,680
3,40,B,1,0,823
3,41,D,9,0,2039
3,42,P,9,0,911
3,43,D,3,0,1959
3,44,P,8,0,735
3,45,D,2,0,3039
3,46,G,5,0,1423
3,47,B,1,0,1631
3,48,B,2,0,679
3,49,G,4,0,784
3,50,D,8,0,695
3,51,P,3,0,687
3,52,G,1,0,751
3,53,P,5,1,855
3,54,B,4,0,791
3,55,P,7,0,967
3,56,G,8,0,2607
3,57,G,3,0,647
3,58,B,3,0,743
3,59,G,9,0,887
3,60,D,4,0,567
3,61,P,2,0,727
3,62,B,7,0,839
3,63,G,2,0,719
3,64,B,6,0,2063
3,65,P,9,0,607
3,66,D,1,0,1295
3,67,P,7,0,687
3,68,D,3,0,679
3,69,B,3,0,1135
3,70,G,9,0,1992
3,71,B,4,0,1015
4,0,B,3,0,2136
4,1,B,2,0,1344
4,2,P,1,0,1296
4,3,B,4,0,712
4,4,P,7,0,1096
4,5,B,1,0,664
4,6,P,8,0,1424
4,7,P,9,0,3016
4,8,B,7,0,1360
4,9,P,5,0,1136
4,10,P,6,0,1280
4,11,P,3,0,632
4,12,P,4,0,896
4,13,P,2,0,751
4,14,B,5,0,856
4,15,B,8,0,696
4,16,B,9,0,1848
4,17,B,6,0,1384
5,0,B,0,0,1246
5,1,G,0,0,1370
5,2,P,0,0,920
5,3,D,0,1,2432
6,0,G,6,0,1488
6,1,P,4,0,1736
6,2,D,1,1,1440
6,3,D,2,1,1432
6,4,P,2,0,960
6,5,D,9,0,784
6,6,D,6,0,896
6,7,B,3,0,872
6,8,P,5,0,880
6,9,D,5,0,728
6,10,P,3,0,976
6,11,D,1,0,1488
6,12,B,2,0,872
6,13,P,9,1,1568
6,14,G,7,0,1672
6,15,G,6,0,792
6,16,G,9,0,1112
6,17,B,6,1,1536
6,18,D,3,0,1175
6,19,B,8,0,4088
6,20,D,6,0,912
6,21,P,1,0,2168
6,22,B,7,0,2440
6,23,G,7,0,1040
6,24,P,5,0,2376
6,25,P,2,0,680
6,26,G,5,0,1064
6,27,B,6,0,1600
6,28,B,3,0,2544
6,29,G,3,0,1792
6,30,P,7,0,872
6,31,G,9,0,808
6,32,G,2,0,696
6,33,P,4,0,672
6,34,D,7,0,640
6,35,B,5,0,1480
6,36,G,1,0,1392
6,37,D,4,1,1344
6,38,G,7,0,1168
6,39,B,6,0,1072
6,40,G,9,0,960
6,41,B,8,0,960
6,42,P,2,0,648
6,43,G,5,0,2920
6,44,B,7,0,1752
6,45,B,3,0,800
6,46,G,8,0,2040
6,47,P,5,0,768
6,48,D,8,0,880
6,49,G,4,0,880
6,50,P,8,1,2248
6,51,D,5,0,1032
6,52,D,4,0,1072
6,53,P,9,1,1752
6,54,G,8,0,3200
6,55,D,4,0,752
6,56,D,1,0,687
6,57,B,8,0,911
6,58,P,4,0,1063
6,59,G,3,0,1367
6,60,P,7,0,879
6,61,B,1,0,1048
6,62,P,9,0,1375
6,63,D,8,0,1375
6,64,D,2,0,1687
6,65,P,1,0,1479
6,66,P,4,0,735
6,67,D,3,0,911
6,68,P,1,0,719
6,69,B,9,0,911
6,70,G,2,0,2351
6,71,B,6,0,1775
